title,perex,label
Πρέμιερ Λιγκ: Κρίνεται ο τίτλος στο Γιουνάιτεντ – Σίτι!,Το ντέρμπι του Μάντσεστερ ξεχωρίζει στο σημερινό (24/04) πρόγραμμα της Πρέμιερ Λιγκ.,Pre-Match
Man Utd - Man City: Định đoạt hai cuộc đua,Trận derby thành Manchester không chỉ có ý nghĩa quyết định tới chức vô địch Ngoại hạng Anh mà còn ảnh hưởng trực tiếp tới cuộc đua top 4.,Pre-Match
Head to Head Man United vs Man City,Laga Man United vs Man City akan dimainkan di Liga Inggris tengah pekan ini. Berikut adalah catatan head to head pertemuan kedua tim.,Pre-Match
Манчестер Юнайтед — Манчестер Сити. Накануне,Football.ua анонсирует перенесенный матч 31-го тура английской Премьер-лиги между Манчестер Юнайтед и Манчестер Сити.,Pre-Match
Man City Diprediksi Bisa Menang Mudah Saat Lawan MU,"Laga derbi Manchester yang digelar tengah pekan ini diprediksi akan berjalan mudah bagi salah satu kubu. Bukan untuk tuan rumah Manchester United, tapi justru untuk tim tamu yakni Manchester City.",Pre-Match
"Birner: Bojovnost byla enormní, na úkor hokejovosti. Emoce k finále patří",Podle Michala Birnera dokázal Liberec srovnat finálovou sérii proti Třinci na 2:2 hlavně díky bojovnosti. Také pátý souboj s Oceláři nebude podle útočníka Bílých Tygrů jiný. Severočeši v něm budou mít výhodu domácího prostředí. Přímý přenos utkání Liberec–Třinec sledujte na programu ČT sport a na webu ctsport.cz v pátek od 16:40.,Pre-Match
Red Bull Salzburg - Keine Sperre für Salzburg-Verteidiger Ulmer nach fragwürdigem Ausschluss,Sah Rote Karte im Match gegen St. Pölten,Pre-Match
Mi - Salzburg will gegen WAC zurück in die Erfolgsspur,Rose hofft auf Strafsenat-Freispruch für Ulmer – Ilzer nimmt Endrang drei ins Visier,Pre-Match
BetKing Preview: Manchester City vs Manchester United: Can the Citizens bag the all-important win?,Pep Guardiola knows all too well that victory on the other side of town will put his side in the driving seat to reclaim the league title,Pre-Match
"Man Utd: Solskjaer, confiant avant le derby","Après la terrible déroute de ses troupes ce week-end sur la pelouse d&#039;Everton (0-4, 35e journée de Premier League), Ole Gunnar Solskjaer croit malgré tout en les chances de ses Red Devils face à Manchester City, lors du derby prévu ce mercredi.
&quot;J&#039;ai confiance en l&#039;équipe et en moi-même. Il n&#039;y aura pas d&#039;endroit où se cacher sur la pelouse et nous pourrons en plus compter sur nos supporters qui nous encourageront tant que nous donnons tout sur le terrain.&quot; Le Norvégien, récemment confirmé à son poste d&#039;entraîneur de Manchester United pour la saison prochaine, sait toutefois que la tâche ne s&#039;annonce pas des plus simples.",Pre-Match
"Manchester, il derby che vale una stagione. Guardiola: &quot;Quattro vittorie per restare campioni&quot;","Mercoledì a Old Trafford la sfida tra United e City, recupero della 31ª giornata, tappa chiave per le due formazioni. Solskjaer chiede una reazione dopo lo 0-4 con l&#039;Everton. &quot;La migliore chance per riscattarci&quot;. Pep: &quot;Partita difficile ma bella da giocare e sappiamo esattamente...",Pre-Match
"Guardiola vê City forte contra o United: &#039;Old Trafford não nos assusta mais&#039;",O Manchester City fará nesta quarta-feira um duelo decisivo na briga com o Liverpool pelo título ...,Pre-Match
"Man United Sedang dalam Laju Negatif, Man City Takkan Lengah",Manchester City tetap dalam kewaspadaan penuh menatap pertandingan dengan dengan Manchester United. The Red Devils dinilai tetap mempunyai potensi membahayakan.,Pre-Match
"Milan-Lazio: Inzaghi con Correa ed Immobile, Gattuso spera nel Re di Coppa Piatek","Caldara dovrebbe esordire dal 1&#039; minuto nel Milan, intenzionato a schierare il 3-4-3. Lazio con il 3-5-2, Correa ed Immobile di punta.",Pre-Match
Diretta Milan-Lazio ore 20.45: come vederla in tv e probabili formazioni,"I rossoneri ricevono i biancocelesti per il ritorno delle semifinali di Coppa Italia: l&#039;andata all&#039;Olimpico è finita 0-0",Pre-Match
Scommesse Coppa Italia: quote e pronostico di Milan-Lazio,"Preview, probabili formazioni, quote e pronostico di Milan-Lazio, ritorno delle semifinali di Coppa Italia",Pre-Match
Diretta Milan-Lazio ore 20.45: probabili formazioni e dove vederla in tv,"Rossoneri e biancocelesti si sfidano allo stadio Meazza per il ritorno delle semifinali di Coppa Italia dopo lo 0-0 dell&#039;andata",Pre-Match
"Coppa Italia, Mazzoleni per Milan-Lazio","L&#039;altra semifinale Atalanta-Fiorentina diretta da Calvarese",Pre-Match
"Milan, Gattuso si gioca il futuro: Lazio e Torino cruciali","Le gare con Lazio e Torino saranno decisive per la permanenza di Gennaro Gattuso al Milan. Intanto va a cena con Mendes: c&#039;è l&#039;ipotesi Newcastle.",Pre-Match
DFB-Pokal im Live-Stream - Werder Bremen - Fc Bayern München live im Internet sehen,Werder Bremen gegen FC Bayern München im Live-Stream: Meistens war dieses Prestigeduell im Pokal eine klare Angelegenheit für den deutschen Rekordmeister. Doch vor dem Halbfinale am Mittwochabend sind die Bremer den Bayern sportlich wieder so nah gekommen wie schon lange nicht mehr. So sehen Sie das Halbfinale des DFB-Pokals live im Internet.,Pre-Match
Betting Tips for Today: Bayern Munich to shade a high-scoring clash with Werder Bremen,"Having surged into pole position in the Bundesliga since the winter break, Nico Kovac&#039;s side should secure safe passage to the DFB-Pokal final",Pre-Match
Kruse-Einsatz gegen Bayern entscheidet sich kurzfristig,"Der Einsatz von Kapitän Max Kruse für Werder Bremen im Pokalhalbfinalspiel am Mittwoch (20.45 Uhr) gegen Bayern München wird sich erst wenige Stunden vor Beginn der Partie entscheiden. (DFB-Pokal: Werder Bremen - FC Bayern ab 20.45 im LIVETICKER)Wegen eines Blutergusses im Oberschenkel konnte der Ex-Nationalspieler am Dienstag noch nicht am Mannschaftstraining teilnehmen. (Alle Infos zum DFB-Pokal im Volkswagen Pokalblog)&quot;Den Schmerz wird Max schon aushalten. Es geht darum, dass er bewegungstechnisch nicht eingeschränkt ist&quot;, sagte Werder-Trainer Florian Kohfeldt. Kruse hatte sich die Blessur während des Bundesliga-Gastspiels der Hanseaten am Ostersamstag beim Rekordmeister (0:1) zugezogen.",Pre-Match
Ex-Bremen-Boss - Lemke träumt von Pokalfinale Werder gegen HSV,"Für Willi Lemke, früherer Manager und Aufsichtsratschef von Werder Bremen, ist das Pokal-Halbfinale gegen den FC Bayern kein Traumlos.Foto: Witters",Pre-Match
Wer zeigt / überträgt Werder Bremen vs. FC Bayern München live im TV und im LIVE-STREAM? Alle Infos zum DFB-Pokal-Halbfinale,"Werder Bremen empfängt im Halbfinale des DFB-Pokals den FC Bayern. Wir sagen Euch, auf welchem Kanal Ihr die Partie im TV und LIVE-STREAM sehen könnt.",Pre-Match
Вулверхэмптон — Арсенал. Накануне,Football.ua анонсирует перенесенный матч 31-го тура английской Премьер-лиги между Вулверхэмптоном и Арсеналом.,Pre-Match
"Boj o finále poháru je tu. Slavia hostí v dalším derby Spartu, Ostrava narazí na Bohemians","Před devíti dny se rozešli v lize smírně 1:1, nyní na sebe fotbalisté Slavie a Sparty naráží znovu. Tentokrát v domácím poháru, kde se poperou o postup do finále. Ve druhém semifinálovém střetnutí vyzve ostravský Baník Bohemians 1905. Přímý přenos utkání Baník - Bohemians sledujte na ČT sport a webu ctsport.cz od 16:40. Derby pražských &quot;S&quot; pak od 19:10.",Pre-Match
"Baník by měl hrát o nejvyšší příčky na všech frontách, které v Česku jsou, burcuje Hrubý","Domácí pohár &gt; Baník si o víkendu poradil s Opavou, na čemž měl podíl i záložník Robert Hrubý. Ten by neměl chybět v sestavě ani v semifinále MOL Cupu proti Bohemians 1905, ve kterém půjde o hodně.",Pre-Match
Slavia i Sparta chtějí v pohárovém derby odčinit ligové porážky,"Domácí fotbalový pohár MOL Cup pozná ve středu finalisty. V prvním semifinále se utkají Ostrava s Bohemians 1905 a poté se v Edenu odehraje druhé ze tří jarních pražských derby mezi obhájcem trofeje Slavií a Spartou. Oba celky, které se před devíti dny rozešly v lize smírně 1:1, budou chtít v poháru odčinit nedělní ligové porážky.",Pre-Match
"Další derby na obzoru. Sparta míří do Edenu, čeká ji semifinále Mol Cupu","Druhé derby během deseti dní. Co víc si mohou fanoušci odvěkých rivalů Sparty a Slavie přát? Navíc: první duel, ligový, skončil v Edenu nerozhodně 1:1. To dnešní semifinále Mol Cupu musí určit jasného vítěze.",Pre-Match
Slavia i Sparta chtějí v pohárovém derby odčinit ligové porážky,Praha - Domácí fotbalový pohár MOL Cup pozná ve středu finalisty. V prvním semifinále se utkají Ostrava s Bohemians 1905 a poté se v Edenu odehraje druhé ze tří jarních pražských derby...,Pre-Match
"Boj o finále poháru je tu. Slavia hostí v dalším derby Spartu, Ostrava narazí na Bohemians","Před devíti dny se rozešli v lize smírně 1:1, nyní na sebe fotbalisté Slavie a Sparty naráží znovu. Tentokrát v domácím poháru, kde se poperou o postup do finále. Ve druhém semifinálovém střetnutí vyzve ostravský Baník Bohemians 1905. Přímý přenos utkání Baník - Bohemians sledujte na ČT sport a webu ctsport.cz od 16:40. Derby pražských &quot;S&quot; pak od 19:10.",Pre-Match
"Letenský asistent Horňák: Slavia není v nejlepší pozici, mohla by být trochu nervóznější","Domácí pohár &gt; Pražská Sparta utrpěla v neděli
v podvečer ostudu před vlastními fanoušky, když padla s Karvinou 1:3.
Po závěrečném hvizdu vykazoval kouč Zdeněk Ščasný nespokojenost s předvedenou
hrou, ale konkrétně nejmenoval. Letenský tým si potřebuje napravit reputaci,
což může již ve středu v Sinobo Stadium na horké půdě vedoucí Sparty.",Pre-Match
Slavia i Sparta chtějí v pohárovém derby odčinit ligové porážky,"Domácí fotbalový pohár MOL Cup pozná ve středu finalisty. V prvním semifinále se utkají Ostrava s Bohemians 1905 a poté se v Edenu odehraje druhé ze tří jarních pražských derby mezi obhájcem trofeje Slavií a Spartou. Oba celky, které se před devíti dny rozešly v lize smírně 1:1, budou chtít v poháru odčinit nedělní ligové porážky.",Pre-Match
Getafe vyzve v domácím prostředí Real Madrid,Atraktivní a napínavý duel nabídne souboj mezi domácím Getafe a hostujícím Realem Madrid. Oba čtvrteční soupeři jsou přímými sousedy v tabulce LaLigy a lze tak očekávat především ofenzivní podívanou.,Pre-Match
Excelsior se pokusí oživit naději na přímou záchranu v Den Haagu,"Den Haag bude plnit úlohu favorita proti trápícímu se Excelsioru, nicméně na rozdíl od svého protivníka už prakticky nemá o co hrát. K jistotě záchrany v příštím ročníku Eredivisie potřebuje uhrát jediný bod, ovšem vzhledem k aktuální situaci je velmi nepravděpodobné, že by ještě spadl do baráže. ADO drží devítibodový náskok právě nad rotterdamským konkurentem a k tomu navíc disponuje mnohem lepším gólovým rozdílem.",Pre-Match
"Zidane: L&#039;anno prossimo puntiamo su Liga","Tecnico Real Madrid: &quot;Un campionato si vince giorno dopo giorno&quot;",Pre-Match
"Liga: Eibar l&#039;emporte, Majorque partage les points","Victoire à l&#039;arraché d&#039;Eibar qui s&#039;est imposé à domicile ce jeudi face à Villarreal (2-1, 11e journée de Liga). Dans le même temps, Majorque n&#039;a pu faire mieux qu&#039;un nul chez lui contre Osasuna (2-2).
Eibar s&#039;est imposé grâce à des buts de Kike (62e) et Orellana (90e+5), contre un but de Moreno (88e), du côté du sous-marin jaune. Quant à Majorque, les réalisations de Junior (21e) et Sevilla (75e) n&#039;auront pas été suffisantes puisque côté Osasuna, Cardona (69e) et Garcia (77e) avaient eux aussi marqué.
Au classement, la bonne opération est pour Eibar qui se retrouve 14e. Villarreal est 7e, Majorque 17e et Osasuna 9e.",Pre-Match
Real Madrid: Toujours pas de Vinicius contre Getafe,"Zinedine Zidane ne veut pas prendre le moindre risque avec Vinicius Jr, qui a repris l’entraînement la semaine dernière. Le jeune attaquant brésilien ne jouera donc pas le match entre Getafe et le Real Madrid, jeudi soir, en clôture de la 34e journée de Liga. &quot;Il n&#039;aura pas de minute. Il doit encore travailler. Il a été blessé deux fois et il faut prendre son temps&quot;, a indiqué l’entraîneur de la Maison Blanche en conférence de presse.",Pre-Match
"Real Madrid má stále velkou odpovědnost, varuje kouč Getafe Bordalás","Evropské soutěže jsou v cílové rovince a ve většině z nich vrcholí boj o místa zaručující Ligu mistrů. Jedno z největších překvapení v tomto ohledu představuje Getafe, madridský celek drží krok s bohatšími kluby a aktuálně mu patří klíčová čtvrtá příčka tabulky španělské ligy...",Pre-Match
"Zinedine Zidane a anunțat care este principalul obiectiv în sezonul următor. Liga Campionilor, trecută în plan secund",Zinedine Zidane și-a stabilit strategia pentru sezonul următor. Tehnicianul celor de la Real Madrid a anunțat că principalul obiectiv este câștigarea campionatului. Ultimul titlu câștigat de Real Madrid a fost în 2017.,Pre-Match
Betting Preview: Getafe v Real Madrid: Can Jose Bordalas’ men come out of this Madrid Derby unbeaten?,"The Deep Blues are very much on course to finish in a Champions League spot, and will be highly motivated in this clash",Pre-Match
"Getafe vs Real Madrid Betting Tips: Latest odds, team news, preview and predictions","Los Azulones boast an excellent home record while Zidane&#039;s side have been prolific on the road - meaning we should see goals at both ends on Thursday",Pre-Match
Real Sociedad přivítá ve čtvrtek zachraňující se Villarreal,"Do San Sebastianu zavítá Žlutá ponorka, která se snaží ze všech sil vymanit z dosahu sestupových příček a co nejrychleji si zajistit kýženou záchranu v lize.",Pre-Match
Scommesse Coppa Italia: quote e pronostico di Atalanta-Fiorentina,"Preview, probabili formazioni quote e pronostico di Atalanta-Fiorentina, ritorno della semifinale di Coppa Italia",Pre-Match
Аталанта — Фиорентина. Накануне,Football.ua представляет анонс ответного матча полуфинала Кубка Италии между Аталантой и Фиорентиной.,Pre-Match
"Coppa Italia, Atalanta Fiorentina. Gasperini: &#039;Vogliamo la finale&#039;","&#039;Giocheremo in onore di Favini, rispetto per la Fiorentina&#039;",Pre-Match
”Vi har fått dem att se  bättre ut än vad de är”,"1-1 i matcher och finalserien är helt öppen inför torsdagens möte i Göteborg.Nu sätter spelare från båda lagen verbal press på sina motståndare.På ena sidan, Djurgårdens Axel Jonsson Fjällby:– Så länge vi fortsätter spela så här så kommer Frölunda få det tufft. På andra sidan, Frölundas Max Friberg:– Vi har fått Djurgården att se bättre ut än vad de verkligen är.",Pre-Match
Djurgården pikade Rönnberg med sång: ”Är bara roligt”,Djurgården gjorde processen kort med Frölunda och givetvis passade de rödklädda hemmafansen på att sjunga om Frölundas tränare Roger Rönnberg.,Pre-Match
"Athletic Club vs Alaves Betting Tips: Latest odds, team news, preview and predictions","With the hosts boasting a strong home record and their neighbours on a negative run of form, we are backing the side from Bilbao to keep a clean sheet",Pre-Match
"Super Rugby Round 11: You ‘twos’, you lose…","Twos all round last week, as this crazy year of Super Rugby found yet another way to punish the tipping panel. So here’s a challenge: I want one of you to pick the exact opposite to us this week and we’ll see who does best. And what was weird about everyone getting twos was that […]",Pre-Match
"Jahn Regensburg und &quot;die Gier nach mehr&quot;","Das Saisonziel Klassenerhalt hat Jahn Regensburg schon länger erreicht. Die Spielzeit locker austrudeln zu lassen ist für Trainer Achim Beierlorzer absolut keine Option. Der Coach will mehr. Am besten direkt am Samstag (13 Uhr, LIVE! auf kicker.de) beim FC St. Pauli.",Pre-Match
Streich will in Leipzig nicht nur Partygast sein,"Auch nach drei Niederlagen in Folge, in denen der SC Freiburg elf Gegentore kassiert und nur eins geschossen hat, will Trainer Christian Streich an der grundsätzlichen Ausrichtung nichts verändern. Vor dem Auswärtsspiel bei Champions-League-Anwärter RB Leipzig (Samstag, 15.30 Uhr) sagte er, dass es &quot;keine Alternativen&quot; gebe.",Pre-Match
"Foot - L1 - Lyon - Bruno Genesio (OL) : « J&#039;attends une confirmation »",Après avoir renoué avec la victoire contre Angers le week-end dernier...,Pre-Match
Nice e Bordeaux abrem rodada do Francês com empate,A 13ª rodada do Campeonato Francês foi aberta nesta sexta-feira com um empate. Jogando na ...,Pre-Match
"Tottenham mist sterspeler tegen Ajax: &quot;Ik ben erg verdrietig en teleurgesteld&quot;",Heung-Min Son baalt als een stekker. De eerste ontmoeting met Ajax in de halve finale van de Champions League gaat door een schorsing voorbij aan de neus van de Zuid-Koreaanse aanvaller.,Pre-Match
West Ham team news: Predicted 4-2-3-1 line up to face Tottenham – Forgotten man to return?,WEST HAM are set to welcome a long-term absentee back to their matchday squad when the Hammers face Tottenham on Saturday .,Pre-Match
Real Madrid set to move for £100m BVB star Jadon Sancho with Man United monitoring him,Real Madrid manager Zinedine Zidane has reportedly identified Borussia Dortmund and England attacker Jadon Sancho as a summer transfer target.,Pre-Match
"Vì Zidane, Real Madrid sẵn sàng bán Courtois","Theo tiết lộ của giới truyền thông Tây Ban Nha, CLB Real Madrid sẵn sàng chia tay thủ thành Courtois chỉ sau một mùa giải để phục vụ kế hoạch cải tổ của HLV Zinedine Zidane.",Pre-Match
Dortmunder begehrt - Real Madrid soll an BVB-Star Sancho interessiert sein,BVB-Offensivtalent Jadon Sancho ist auch international heiß begehrt. Nun soll Real Madrids Trainer Zinedine Zidane an dem 19-jährigen Spieler interessiert sein.,Pre-Match
Benzema admite: «Não tem sido um ano fácil para o Real Madrid mas tem sido bom para mim»,Avançado francês soma 30 golos em 50 jogos disputados,Pre-Match
Îşi prelungeşte contractul cu Real Madrid. Anunţul făcut de Marca,"Mijlocaşul uruguayan Federico Valverde şi-ar putea prelungi în curând contractul cu clubul spaniol de fotbal Real Madrid, deşi beneficiază deja de un contract pe termen lung, informează cotidianul Marca.",Pre-Match
"LIVE VIDEO Getafe - Real Madrid (22:30, Digi Sport 1). &quot;Galacticii&quot; înfruntă revelaţia sezonului din Primera","Real Madrid şi-a propus victorii pe linie în ultimele etape din La Liga, iar &quot;galacticii&quot; au mare nevoie de un succes pe terenul lui Getafe. Înaintea partidei transmise de Digi Sport 1, de la 22:30, Luka Modric a fost în prim-plan în vestiarul campioanei Europei.",Pre-Match
"Eriksen told &#039;Real Madrid don&#039;t come knocking twice&#039; as he stalls on signing new Spurs deal",Former Tottenham goalkeeper Paul Robinson believes a switch to Spain is likely if the Danish playmaker refuses to pen a contract extension,Pre-Match
"Zidane &#039;taglia&#039;: Ceballos, Llorente e Mariano Diaz non convocati per Getafe-Real Madrid","Ceballos, Marcos Llorente e Mariano Diaz esclusi dai convocati di Zidane per Getafe-Real Madrid: un chiaro segnale in vista della prossima stagione.",Pre-Match
"Zidane &#039;taglia&#039;: Ceballos, Llorente e Mariano Diaz non convocati per Getafe-Real Madrid","Ceballos, Marcos Llorente e Mariano Diaz esclusi dai convocati di Zidane per Getafe-Real Madrid: un chiaro segnale in vista della prossima stagione.",Pre-Match
Real: Courtois dans le groupe pour Getafe,"Alors que le Real Madrid (3e) se déplace sur le terrain de Getafe (4e), jeudi soir en Liga, le club madrilène a communiqué dans la journée son groupe. On y trouve notamment le gardien Thibault Courtois, de retour dans un groupe pour la première fois depuis le match contre le Celta Vigo (2-0) le 16 mars dernier. Vinicius, Sergio Ramos et Alvaro Odriozola sont trop juste, alors que Mariano Diaz, Dani Ceballos et Marcos Llorente n&#039;ont, eux, pas été retenus. ¡Nuestros 19 convocados para el partido de esta noche contra el @GetafeCF! @caixabank | #RMLiga pic.twitter.com/V0r8VeuZwT— Real Madrid C.F.⚽ (@realmadrid) 25 avril 2019",Pre-Match
Getafe proti madridskemu Realu lovi ligo prvakov,"V 34. krogu španskega prvenstva je Jan Oblak z Atleticom po številnih preobratih s 3:2 premagal Valencio. S tem so rdeče-beli preprečili, da bi vodilna Barcelona, ki ima pred Atleticom devet točk prednosti, postala prvak že v sredo. Real je remiziral pri četrtouvrščenem Getafeju, največjem pozitivnem presenečenju te sezone, ki se mu nasmiha nastop v ligi prvakov.",Pre-Match
Foot - ESP - Real - Real Madrid : Thibaut Courtois de retour dans le groupe,Le gardien belge du Real Madrid Thibaut Courtois est de retour dans...,Pre-Match
Hevder Real Madrid vil kapre stjerneskuddet Sancho,"Vil gi Manchester United og andre storklubber konkurranse om juvelen, ifølge tysk storavis.",Pre-Match
Đây! Mức lương siêu khủng Hazard sẽ nhận ở Real Madrid,"Eden Hazard nhận lương khủng ở Real Madrid. Theo The Sun, nếu cập bến Bernabeu tiền vệ Eden Hazard sẽ nhận lương 400.000 bảng/tuần chưa kể tiền thưởng. Ngôi sao người Bỉ sẽ trở thành một trong 3 cái tên hưởng lương cao nhất trong đội hình của Los Blancos.",Pre-Match
"Soal Transfer Madrid, Zidane: Kalau Mau Beli Ya Harus Jual Dulu",Real Madrid diperkirakan akan melakukan sejumlah pembelian besar di musim panas nanti. Zinedine Zidane menyebut bakal perlu perombakan agar itu terjadi.,Pre-Match
"Tréner Zidane vyhlásil, čo bude hlavným cieľom Realu Madrid v budúcej sezóne","„Biely balet“ je rekordér v počte celkových triumfov v španielskej Primera División (33), no od prelomu … Čítať ďalej",Pre-Match
Marca: Real Madrid har ingen planer om å selge Ødegaard,Ryktene om Martin Ødegaards (20) framtid i Real Madrid florerer.,Pre-Match
Foot - ESP - Real - Federico Valverde vers une prolongation au Real Madrid,"Même s&#039;il dispose déjà d&#039;un contrat longue durée, l&#039;Uruguayen...",Pre-Match
"Liverpool team news: Dejan Lovren to return, but Fabinho and Adam Lallana doubts for Huddersfield","Fabinho and Adam Lallana are doubts for Liverpool&#039;s meeting with Huddersfield Town on Friday, Jurgen Klopp has revealed.",Pre-Match
"Real ne može da dovede Nejmara i Mbapea, okreće se Sanču","Mladi napadač Borusije iz Dortmunda Džejdon Sančo nalazi se na listi želja Real Madrida predstojećeg leta, prenosi nemački &quot;Bild&quot;.",Pre-Match
Real: 180 millió euróért érkezhet a Dortmund szélsője – sajtóhír,"A Bild információi szerint a Real Madrid a nyáron újabb ajánlatot tesz a Borussia Dortmund angol válogatott szélsőjéért, Jadon Sanchóért, aki akár 180 millió eurót is megérhet Zinédine Zidane csapatának.",Pre-Match
